timestamp_utc,mode,level,airborne,expected,alerted,detail
2026-06-12T21:01:01+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-12T21:17:54+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-12T21:30:53+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-12T22:01:08+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-12T22:30:53+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-12T23:01:01+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-12T23:30:49+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T00:01:04+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T00:25:01+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T00:30:50+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T01:00:59+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T01:30:51+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T02:01:02+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T02:30:49+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T03:01:02+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T03:30:55+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T04:01:04+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T04:30:56+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T05:01:00+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T05:07:50+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T05:30:53+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T06:01:00+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T06:30:51+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T07:01:08+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T07:30:53+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T08:01:04+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T08:30:53+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T08:39:05+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T09:01:02+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T09:30:51+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T10:01:06+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T10:30:53+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T11:01:00+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T11:23:14+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T11:30:58+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T12:01:02+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T12:30:50+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T13:01:10+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T13:09:42+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T13:30:52+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T14:01:00+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T14:30:51+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T15:01:09+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T15:19:15+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T15:30:53+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T16:01:03+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T16:30:55+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T17:00:09+00:00,rss,,,,False,sin items (nivel < 5)
2026-06-13T17:01:07+00:00,rss,,,,False,sin items (nivel < 5)
